id,Text,Opinion
1146127790741360640,"Stoke-on-Trent 'journalist' @user takes aim at those who use #cannabis as medicine in a deeply cruel, vicious and abusive series of personal attacks on people in constant pain and with #cancer #EndOurPain #drugspolicy http http",against
372720336837427200,XCHANGECORP (XCHC)-Cosmeceutical #cannabis range to be developed following skin #cancer study http ,for
584368897823870976,"""We found that almost 25%-35% of the #mice were completely cured of #cancer after administering #Cannabis."" :D http",for
689650574954889216,"I wish @user would tell the truth about #cannabis.
@RickSimpsonoil cures #cancer and mothers should HAVE IT. http",for
762005517380222977,#Cannabis vs. Breast #Cancer: An Extensive Analysis - http   #breastcancer #BreastCancerAwaren http,neutral
648757863926530049,"#Cannabis Can Cure #Cancer, Its #HighTime We Stop Arresting People | #CannabisOil #MedicalMarijuana #Marijuana http",for
654792475362508801,"The Biochemist Who Cured His #Cancer With #Cannabis Oil 

http://t.co/ifUc53EYA1 
#marijuana #hempoil #cbd #MME http",for
555083120496480256,"Terminal cancer patient dies amid medical marijuana fight 

http://t.co/s3YvHss0ee 
#marijuana #cancer #cannabis #Ia http",against
643286552110583808,"A Cancer patient's journey with Medical Marijuana

http://t.co/Bczv3A1Qvc  #MME #cannabis #thc #cbd #Hempoil #Cancer http",neutral
1226747369523437569,That spot is cancerous! But now she is cancer free! So grateful! #cancer #cannabis #medicalmarijuana #medicine #cannabisismymedicine http,for
735261084022513665,Learn more how #MedicalCannabis can help #cancer patients: http #Cannabis #doctor #sandiego medicalmarijuana,for
69534199853490176,True #cannabis cure stores of #cancer and #Crohn's disease http,for
642622752063664128,"Could #Cannabis And #Cannabinoids #Cancer Treatment Come To The UK? 
http://t.co/vEayH0LXAH 
#MME #UK #London #Cancer http",for
647650236341596160,"#Cancer Patient Given 18 Months To Live, Cured By #Cannabis Oil
http://t.co/4aeRI33Tyv
#marijuana #thc  #MME http",for
771516988216729600,"Despite mounting evidence that #cannabis can help with many #cancer symptoms, Patients still denied access in U... http",for
1359158365721661443,Twisty Blunt http | #Cancer? Stay healthy: #Valdosta #Augusta; #GA | We welcome $NXT | #Vapor #Cannabis #Infused,neutral
657983152829239301,"#Cannabis Can Cure #Cancer, Its #HighTime We Stop Arresting People | #CannabisOil #MedicalMarijuana #Marijuana http",for
531174559043448832,#health #wellness #sport #Cancer #Athletics #nutrition #diet we can help in so many ways! book now http,for
599337014996119553,"Cannabis and Cancer
http://t.co/coDj6p4V0H

#Cannabis #cancer #marijuana #medical #pain #thc, #cbd #hempoil #tumors http",neutral
1125712604490543105," #Seniors are smart. They never grew up with all these drugs. That is what my mother told me in her 70s when she was diagnosed with pancreatic #cancer. It went to the liver and stomach what helped her pain was #cannabis 

No healing in #Pharma = lifetime patients w/5-12+  day http",for
567777003567595521,"Dr. Donald Tashkin , - No Association between Lung Cancer and Marijuana. #medicalmarijuana #cannabis #Tashkin #Cancer http",for
1397460129516118020,"Gene Therapy Market size Discern Steadfast Expansion during 2028 COVID-19
https://t.co/oUpgrVNTHq
#cancer #cbd #healthcare #cannabis #wellness #covid #health #medicine #digitalhealth #healthtech #biotech",neutral
590021953395777536,"Cannabis and Brain Cancer

#Cancer #cannabis #medicalmarijuana #thc #cbd #braincancer #cbd #hemppoil #news http",neutral
684154235341135872,Higher Perspective on Instagram: #cannabis #illegal #legal #legalizeit #cancer #ptsd #seizures... http,neutral
890203095367602176,"Known since 2011: ""Smoking marijuana won't give you lung cancer"" The Globe and Mail #CannabisTruth #cancer #cannabis http",for
653077882273669120,"""Medical Marijuana Helped Save This Child From #Cancer
http://t.co/XIkJ2BAhfn 
#marijuana #cannabis #MME #Cancer http",for
516422136554979328,"""#THC was effective in reducing #cancer of the breast, uterus, pancreas, and testicles."" (Werner 19)  #pot #cannabis #weed",for
680156356867919874,"#Cancer patient says medical #marijuana has changed her life 

https://t.co/IrKL1unB5K  #MME      
 #cannabis http",for
651140259107880960,"#Cancer patient given 18 months to live is 'cured by #Cannabis'

http://t.co/xyffIt3bH8   #marijuana #cannabis #cbd http",for
612079515464904704,Heres how #Cannabis helps your body fight off #cancer -,for
1152582265194590209,"CannagreenH: Natural ways to help cure cancer:

* #RSO (Rick Simpson Oil)
* Consume little to no protein 
* Eat plenty of fruit  and  
* Replace sugar with 
* Increase pH level 
#cannabis #cannabisoil #cannapreneur #rso #hemp #cancersucks #cancer http",neutral
698783825409810432,"Why is Medical #Cannabis Still Illegal? 

https://t.co/tPyT98u9RR  #MME #PTSD #cancer #Epilepsy http",for
495757203886710785,"10 Facts About Marijuana 
 via @user #cannabis #thc #cancer #epilepsy #seizures #cure #USA http",for
746292581705879552,"Terminal brain #cancer patient says #cannabis oil saved his life

https://t.co/MwadpNOj1c  http",for
965185146642161664,"In my eyes it is a human right to cure yourself, that is what God intended when he gave us #thc #cbd #cannabis #weedoil #mmj #wietolie #CB1 #CB2 #cancer #epileptic #opiatreplcement no one can take that from us..claim it back.. #COPD http",for
636975101792100352,"Medical #Cannabis to assist end-of-life cancer population 

http://t.co/d9teZLHcWv  
#marijuana #cancer #choice http",for
723898789229113345,Answered: How Does #Cannabis Fight Breast #Cancer ? http #breastcancer http,for
844739483127992321,#Cannabis #Marijuana #cancer #weed #cure #science #research #medicine #healTHCare HERB... http,neutral
369965297647636482,#Cannabis can Prevent #Cancer Caused by Cigarette Use: Study http #opcannabis #legalizeit #japan #medicine,for
725545921585528832,7 #Inspirational #Stories of People Who Beat Their #Cancer with #CannabisOil http via @user #cannabis,for
1019693882181742592,"#Cannabinoids may have a vast array of anti-cancer effects
https://t.co/z006Tupnfi
#cannabis #marijuanafacts @user .@WileyUpdates #CANCER #cancers #DYK #CancertodayMag #joinTheFight #CancerResearch #cancermoonshot",for
651396897182208000,"""Medical Marijuana Helped Save This Child From #Cancer
http://t.co/F1ITyAZ60L 
#marijuana #cannabis #MME #Cancer http",for
578274750109261825,"Mike McGinn

http://t.co/v2Cb17S3Do
#cancer #marijuana #cannabis #hemp 
 #epilepsy #news http",neutral
409800338338631680,"""One way cannabinoids kill #cancer cells is thru a process known as cell apoptosis, or programmed cell death."" (Werner 25) #pot #cannabis",for
645689823265734656,"#Cannabidiol as potential anticancer drug
http://t.co/FNHdVs8L44

#MME #cancer #medicalmarijuana #cannabis #cbd http",for
438659507909308416,#cycling #cannabis #sport #medicalcannabis #cancer Raising cash 2 research cancer fighting properties of cannabis. Riding 4 change! Join us!,for
645211042033721345,"Could #Cannabis And #Cannabinoids #Cancer Treatment Come To The UK? 
http://t.co/VqkIInbebi 
#MME #UK #London #Cancer http",neutral
615745682939449344,"A #Cancer patient's journey with Medical #Marijuana. 

http://t.co/AgPabwkyqP 
#cannabis #thc #cbd #Cancer #hempoil http",neutral
582777750190161920,"Charles Rowland
http://t.co/NUIvjaaz7Q

#cancer #marijuana #cannabis #hemp #dank #vote#kush #cbd http",neutral
1331680696692330505,The latest The Holistic Medical Daily! http Thanks to @user #cannabis #cancer,neutral
619248325267734528,"A #Cancer patient's journey with Medical #Marijuana. 

http://t.co/skarBBOS0Z 
#cannabis #thc #cbd #Cancer #hempoil http",neutral
729657610660659200,#Brazil Approves #US #Cannabis Product RSHO as Imported Medication to Treat #Cancer http #weed #marijuana #high,for
924999321405280256,"Minors With Seizures, Chemotherapy-Induced Nausea May Benefit From Cannabis: Study. #Cannabis #Cancer #Epilepsy http",for
650989044403453952,"""Medical Marijuana Helped Save This Child From #Cancer
http://t.co/ZdZahRid3P 
#marijuana #cannabis #MME #Cancer http",for
1167820616050888704,"Anyone else use honey for everything, or is it just me?

CBD + Honey = Sweet Relief

Get yours today at http today and get free shipping
.
.
.
#cbd #cannabidiol #cannabis #cannabiscommunity #honey #hemp #cannabisculture #holistichealth #cancer #purecbd http",for
689901086610694148,Cannabis oil is a highly efficient natural cancer cure #cancer #Cannabis http http,for
680805289470197760,Make #CannabisOil available to all #Cancer patients as a treatment option. |#Cannabis #CancerCure #Petition #NORML http,for
587029256267550720,"Dr. Donald Tashkin , - No Association between Lung #Cancer &amp; #Marijuana. 
http://t.co/0LjMKjbenp

 #cannabis http",against
533730776383520769,"#Cannabis extracts can ""dramatically slow"" growth of #brain #cancer tumors:

http://t.co/aTpAXUbS7K",for
500512804235780096,"#UK #NEWS: #Cancer patients should be allowed to use #cannabis for pain relief, says drugs minister Norman Baker 
 http",for
586399349002768384,"Cannabis and Cancer
http://t.co/v2Cb17AseO

#cannabis #marijuana #Cancer http",neutral
645424756259315712,Make #CannabisOil available to all #Cancer patients as a treatment option. |#Cannabis #CancerCure #Petition #NORML http,for
691701261574496256,Trojan_Fred: RT HealthRanger: Federal #Government finally admits that #cannabis DESTROYS #cancer #cells:  http,for
1141080640798056449,When do you have a well deserved good night sleep? Without pain and stress? The choice is yours. Just a few drops daily is going  to make a big difference dont let pharma fool you #thc #cbd #cannabis #weedoil #mmj #wietolie #CB1 #CB2 #cancer #epileptic #opiatreplcement  #copd http,for
533676026560532481,Cannabis extracts can help slow the growth of cancerous tumors when used alongside radiotherapy treatments! #CBD #Cannabis #Prana #Cancer,for
644981090827005952,"#Cannabinoids and cancer
http://t.co/jbLLcPujq3 

#MME #cancer #cannabis #cbd #marijuana  #medicalmarijuana http",neutral
1096171696359464961,"Cannabis destroys more than you can imagine.. doctors get fired. hospitals close. pension systems brake down, children have to wait so long for their inheritance #thc #cbd #cannabis #weedoil #mmj #wietolie #CB1 #CB2 #cancer #epileptic #opiatreplcement #AIDS #copd #apneu http",against
1371476939391823874,Cancer patients' experiences with medicinal cannabisrelated care #cannabis #cancer #research http,neutral
569823072980766720,"Cannabis= Anti Cancer
http://t.co/4gqLxJtLYu

#marijuana #cannabis #cancer #hemp  #vote   #cbd http",for
838494263595925504,"#Marijuana can kill #cancer.
https://t.co/TNjGeHFvqY #Melanoma #Leukemia #healthcare #medicine #cannabis #thc #cbd #agtech #agri Cannabis http",for
585345122759536640,"Cannabis and  Cancer
http://t.co/bLIlbEEBYg

#Cannabis #cancer #marijuana #medical #pain #thc, #cbd #hempoil #tumors http",neutral
697977520109522944,"Why is Medical #Cannabis Still Illegal? 

https://t.co/7ZHuPCegao  #MME #PTSD #cancer #Epilepsy http",for
650329768513142784,"""Medical Marijuana Helped Save This Child From #Cancer
http://t.co/3ZyNbpp5fm 
#marijuana #cannabis #MME #Cancer http",for
1354514622028496897,"There's a Supreme Court of the United States decision, but gambling addiction, sex therapy. #supremecourt #cancer #health #healthcare #cannabis #medicine #diabetes #opioidcrisis #breastcancer #depression #cbd #doctor http",for
646743476453961733,"A Cancer patient's journey with Medical Marijuana

http://t.co/8vKllRBtcF  #MME #cannabis #thc #cbd #Hempoil #Cancer http",neutral
973268118100258818,#Cannabis for #cancer. #MDMA for #PTSD. #Psilocybin for #depression. http http http,for
644530773337505792,"Could #Cannabis And #Cannabinoids #Cancer Treatment Come To The UK? 
http://t.co/hO0RG0xxqp 
#MME #UK #London #Cancer http",for
613289474089426944,"Paul Whitesell
Superintendent Indiana State Police
http://t.co/PvpjW2Q61o

#cancer #marijuana #cannabis #pot http",neutral
1341352835263414272,"#cannabis helps #Cancer  #BeKind
#Ireland Allow #Homegrown &amp; make #medicine affordable &amp; accessible to all. Stats &amp; science b4 govt &amp; big pharma propaganda. #legalize #weed for you &amp; your loved ones #Wellbeing http http",for
646996742806835200,RT TweeterReynolds Housewife grew #cannabis to put into fruit pastilles to treat #cancer #breakthetaboo  http,for
670999695058149376,#Cancer is the leading cause of death in the UK (29 percent of all deaths in 2012). Yet #cannabis is still deni... http,for
225837578270683136,"#Cannabis contains #toxins and #carcinogens, #Cannabis smokers increase their risk of #cancer of the head, neck, lungs and respiratory track",against
571193379582808065,"Cannabis, A Potent Pain Reliever 

#cannabis #depression #health #medical #medicalmarijuana #choice #cancer http",for
752207009760440320,#SeanParker #napster #billionaire wants to get richer off #mmj the #disabled #veterans #cancer #patients #cannabis http,neutral
862946282301796352,"Advice on CBD, #Cannabis and #Cancer http #breakthetaboo #EndOurPain http",for
1219696070424514566,"#Democrats #Republicans who do not support #MedicareForAll #Cannabis our food from our #God back to His people ~ #Cannabinoids prevent #Cancer #Science God #WeThePeople agree #ILikeBernie ~ #Congress protects #RuleOfLaw #Grift #AmericaFirst 1915 #ElPaso 

https://t.co/1H1P5D8pmH http",for
1082140341535420417,#Cancer patient sues Health Ministry over slashed #marijuana prescriptions http #cannabiscommunity,against
575056173000495104,"Walter Cronkite
http://t.co/QqSmLwuZWG

#cancer #marijuana #cannabis #hemp  #cbd #epilepsy #thc http",neutral
652890959789821956,"""Medical Marijuana Helped Save This Child From #Cancer
http://t.co/fgxoKiA1G4 
#marijuana #cannabis #MME #Cancer http",for
1132774923674505216,"CBD vs. THC: Whats the Difference?
https://t.co/7jHYveUJNE
.
.
.
.
#cannabis #cbd #wellness #alternativewellness #stress #anxiety #ptsd #pain #doctors #advocate #educate #chiropractors #nutrition #nutritionists #cancer #support #healthandwellness #fitness #metabolism http",neutral
1244392708011106306,I have used #Cannabis extract for #Cancer since 2014  Not cured you have to take it daily bodies do not store #Nutrients ,for
1266142974158700544,A survey by a breast health and breast #cancer information and support service indicates 42% of breast cancer patients had used medical #cannabis to help manage their symptoms or side-effects from treatments. #HomeGrowAmnesty #auspol http,for
691121007596302336,"RT WeedFeed ""#Cannabis vs. Breast #Cancer: An Extensive Analysis - http  #breastcancer #Breast http",neutral
569938404303101952,"National Organization of Women
http://t.co/kpb3xLbS8Q

#cancer #marijuana #cannabis #hemp # http",neutral
977195349415784448,The latest Manna Goods Health Bulletin! http Thanks to @user @user #cannabis #cancer,neutral
704018695543201792,Can #cannabis stimulate #appetite in #cancer patients? http,neutral
69533181547790336,The Illegal Herb that Fights #Cancer http #cannabis #marijuana #mmot,for
705394606356238336,#Leafly: #Cannabis and #Cancer - A Two Part Guide to #MedicalMarijuana and how it helps Cancer #Patients http,for
588297299698315264,"Walter Cronkite
http://t.co/gUdYFpZTZa

#cancer #marijuana #cannabis #hemp  #cbd #epilepsy #thc http",neutral
373277875803148288,http - #Cancer killer - #cannabis actually seeks out and destroys rampant cancer cells http,for
739897767741521922,"RT ""#Cannabis for the Treatment of Breast #Cancer: An Extensive Analysis - http   #breastcancer ",neutral
434118593723109377,"The Zionistic-Coptic #Church supports #medical #cannabis 4 #asthma, #glaucoma, joint #inflammation, &amp; #cancer.",for
604861268688793601,"Joe Banning

#cancer #marijuana #cannabis #hemp #dank #vote #medicalmarijuana #kush #dabs #cbd #epilepsy #VT http",neutral
569279029708234755,#medicalmarijuana #cancer #ms #epilepsy #reform #cannabis #USA #MME #cancer #medical health #thc #cbd #hempoil http,neutral
903297876788363264,Clean #cannabis for #Cancer.  Thanks @user http,for
411299107378974720,N.J. Bill Would Allow Med Pot from Out of State http #Legalize #Cannabis #MMJ #Cancer #Seizure #PTSD #ChronicPain #PD #MS,for
619842977498824704,"Terry McAuliffe
http://t.co/1gzdbb9puy

#cancer #marijuana #cannabis #kush #dabs #cbd #epilepsy http",neutral
616648663255941120,"A #Cancer patient's journey with Medical #Marijuana. 

http://t.co/s4ZMgxfoCQ 
#cannabis #thc #cbd #Cancer #hempoil http",neutral
1068522066075299842,100 shocking studies prove cannabis can help cure cancer. http #cannabis #health,for
604270808932970496,"Jim Webb
http://t.co/VCtCT9PmYZ
#cancer #marijuana #cannabis #medicalmarijuana  #epilepsy #Thc #Va http",neutral
664863900630917124,"""Medical Marijuana Helped Save This Child From #Cancer
https://t.co/nPajX6iy4V  
#marijuana #cannabis #MME #Cancer http",neutral
568019218463100928,"American Cancer Society 
http://t.co/v2Cb17S3Do

#cancer #marijuana #cannabis #hemp  #kush #dabs #cbd http",neutral
648361810169626625,"Cannabinoids, Endocannabinoids and Cancer

http://t.co/gWhHMreArN
#cancer #MME #marijuana #cannabis #cbd http",neutral
696813724200468480,"How Marijuana Helps People With Cancer

 http  #MME  #Cancer #cbd #cannabis http",for
585677969470988290,"Dr. Donald Tashkin , - No Association between Lung Cancer and Marijuana. #medicalmarijuana #cannabis #Tashkin #Cancer http",against
332181936904749056,#cannabis oil cures #cancer and saves lives. Don't let your doctor poison you or anyone you love. #chemo kills http,for
346328079263756288,VIDEO: Cannabinoid action in #cancer cells #cannabis #breakthetaboo #endthewarondrugs http,for
497729199193735169,"New Study Reveals More About How THC Fights Cancer 

#medicalmarijuana #cannabis #thc #usa #cancer http",for
971131265503121409,#Cancer patients medicating with #cannabis report improvement http,for
649084377285181440,"""Medical Marijuana Helped Save This Child From #Cancer
http://t.co/2yjQaFxyLP
#marijuana #cannabis #MME #Cancer http",for
1215639434458091520,"Yes you can cancer!!!

#cancer #braincancer #braintumor #sherianncancerfighter #RSOFighter #cannabis #ricksimpsonoil #nevergiveup http",for
570850158801498113,"Cannabis, A Potent Pain Reliever 

#cannabis #depression #health #medical #medicalmarijuana #choice #cancer http",for
651501231391834112,"13-Year-Old is Kickin' #Cancer with #Cannabis Oil

http://t.co/iNAKp6KLbn 

#medicalmarijuana #hempoil http",for
646861996005195776,"Cannabinoids, Endocannabinoids and Cancer

http://t.co/vJSwPmzoIH
#cancer #MME #marijuana #cannabis #cbd http",neutral
955662644245155840,Does #Cannabis Cure Cancer? Man Who Discovered The Cause Of #Cancer Wrote A #Book On Curing It http http,for
498660091231764480,Cancer survivors/patients speak out on Medical Marijuana  via @user #medicalmarijuana #cannabis #thc #cancer http,for
566359790990151680,"RT THEMMEXCHANGE: Cannabis- Anti Tumor  Effects

#cannabis #cancer #tumors #marijuana #medicalmarijuana #thc #cbd  http",for
535865256208113664,"#Watch: Incredible #Microscopic Footage Of #Cannabis Oil Eliminating #Cancer Cells
Read more at... http",for
248885427816247296,http cannabis prohibition be the dumbest idea in the history of man?  #cancer #cannabis #legalize,neutral
597824754238652416,"""We found that almost 25%-35% of the #mice were completely cured of #cancer after administering #Cannabis."" :D http",for
642377638082953216,"Could #Cannabis And #Cannabinoids #Cancer Treatment Come To The UK? 
http://t.co/97MvqSKaeC 
#MME #UK #London #Cancer http",for
345581329276088320,If #cannabis was allowed to be free as any other plant #cancer would become extinct,neutral
576795327056969729,"Cancer and Cannabis

#cannabis #depression #health #medical #medicalmarijuana #marijuana
#cancer #thc #cbd #weed http",neutral
639742101836709888,"Cancer patient becomes medical refugee, moving for #marijuana http #cannabis #Cancer #cbd #thc http",neutral
703126159857352704,"NSW medical #cannabis trial to treat chemotherapy patients 

https://t.co/HqSQD3YrZs   #MME #cancer  #marijuana http",for
801201172459782144,"RT @user 20 Medical Studies That Show Cannabis Can Be A Potential Cure For #Cancer 
https://t.co/AAARCYpTb1 #MME #cannabis #cbd http",for
611172862456676352,"Dr Donald Tashkin
http://t.co/aiFwuCY3Rg

#marijuana #cannabis  #hemp #Cancer #medicalmarijuana http",neutral
743798613428535297,"Could #Cannabis Cure #Cancer? Man Cured Using #CannabisOil,https://t.co/gI0XJYfgnH http",for
687435136351236097,U.S. just admitted that #cannabis DOES kill #cancer cells - http #pot #CannabisTruth http,for
848851750866096129,You can get a prescription for #cannabis in #Germany if you suffer from a serious illness like #cancer or #MultipleSclerosis. http,for
563196572880891904,Bless his little heart. #UnitedWeFight #UnitedWeCure #Cancer #Cannabis #Marijuana #MMOT #CannabisCup #NORML http,neutral
664943010480791553,RT AnonOpsHub: We Are #Anonymous #Cannabis #Cures #Cancer http http #5T3F4N,neutral
545389945875996673,"Then this happened  #warrior  
#nuclearmedicine #cancer #breastcancer #awareness #advocate #cannabis #medicine http",neutral
618905507760369664,"Worth repeating: #Marijuana decreases risk of #lung cancer: 

http://t.co/cPugTsV6Ho 
#Cancer #thc #cbd #cannabis http",for
615289211063812096,"A #Cancer patient's journey with Medical #Marijuana. 

http://t.co/csoHrOTm0p 
#cannabis #thc #cbd #Cancer #hempoil http",for
654580931605471232,"#Cancer patient given 18 months to live is 'cured by #Cannabis'

http://t.co/jpPDAM13kx   #marijuana #cannabis #cbd http",for
764675449926672384,#4IR: A Case 4 #Cannabis? by #BrianDColwell http #innovation #disruption #marijuana #mmj #cancer http,neutral
220582407760388097,"Cannabinoid Receptor Agonists May Be Novel Class of
Anti-Lymphoma Agents http #cancer + #Cannabis #cures #mmot #marijuana",for
650047985968152576,"THC and other #cannabinoids inhibit tumor growth
http://t.co/ldEHh9ganW 
#cbd #cannabis #tumor #cancer #MME #hempoil http",for
1391843698820984835,"#Legalize #Cannabis and feed it to your loved ones 
God heals us w/ #Cannabinoids we eat 
#JimCrow 1915 made 150 Cannabinoids in #Hemp #Cannabis become #Marijuana ~ 
The whole plant extract treats #Cancer and Opium Habit http",for
571058449032863744,"Paul Whitesell
Superintendent Indiana State Police
http://t.co/CcYhMUfiAx

#cancer #marijuana #cannabis #pot http",neutral
537571308679098368,"#cannabis fights #cancer by ""killing mutated cells, slowing growth, preventing their spreading or growing blood vessels."" (Werner 25)  #pot",for
427238981550342144,"The Zionistic-Coptic #Church supports #medical #cannabis 4 #asthma, #glaucoma, joint #inflammation, &amp; #cancer.",for
1184056221638246401,"louieSrensen6: RT @user THC versus Breast Cancer 

https://t.co/r9O0bEaxHu #MME #marijuana #cannabis #CBD #Cancer #THC http",neutral
658619139804778496,RT @user If you had a choice to donate to #cancer or #sport which would you choose? #Calls4Cancer #Calls4Sport,neutral
189123554334355456,By @user Did you know that #cannabis has been suggested as an effective #medicinal treatment for Breast #Cancer?,for
646831984241733632,"Could #Cannabis And #Cannabinoids #Cancer Treatment Come To The UK? 
http://t.co/HvwX3neeWj 
#MME #UK #London #Cancer http",neutral
587097195003936768,"Dr. Donald Tashkin , - No Association between Lung #Cancer &amp; #Marijuana. 
http://t.co/v2bihH8VRB

 #cannabis http",against
677771151041499136,"#Cancer patient says medical #marijuana has changed her life 

https://t.co/x4ceJ3PyeM  #MME      
 #cannabis http",for
774551970400997377,Michigan Senate OKs #medical #marijuana reform bills http #Legalize #Cannabis #Medical #Seizures #ChronicPain #Cancer,for
1083367652234612736,"Dr. David Jockers used #fasting to help overcome #IBS and skin #cancer. He shares that wisdom at the #FastingSummit! 
FREE Summit starts Monday 14th January
Learn more &amp; sign up Here: http http",for
389268269288267776,"""#THC was effective in reducing #cancer of the breast, uterus, pancreas, and testicles."" (Werner 19)  #pot #cannabis #weed",for
692216742836305920,Why is Medical #Cannabis Still Illegal? http #MME #PTSD #medicalmarijuana #Cancer #Epilepsy #mmj http,for
821486858559438849,#Study Concludes #Cannabis Has Legitimate #Medicinal #Value. http #cancer,for
420984725785042945,#video : Dennis Hill on Killing Adenocarcinoma #Prostate #Cancer with #Cannabis #Extract aka #Oil http,for
653919351343591424,"""Medical Marijuana Helped Save This Child From #Cancer
http://t.co/O56Qcslrol 
#marijuana #cannabis #MME #Cancer http",for
717994300991209472,"RT ""This #Cannabis #Terpene Relieves #Pain &amp; Battles #Cancer - http  #Myrcene http ABG_Marketplace",for
1244284117140856844,"Neurosurgeon""U have 2 choices, U can go home &amp; take radiation or U can just go home""...https://t.co/UgsbQwpzs3 that's 3 yrs ago...#Cannabis #Can #Cure #Cancer my bro!",against
687666061710327809,#Cannabis vs. Breast #Cancer: An Extensive Analysis - http  #breastcancer #BreastCancerAwareness http,neutral
1291681758971195392,Black Salve Cannabis oil and Raw Organic diet I'm cancer free 5yrs. : Michael McKean #Cannabis #CannabisOil #Cancer #Australia #LegaliseCannabis #BlackSalve #Organic http,for
750388897356611584,"New #Research Confirms #Cannabis Kills Brain #Cancer, NOT Your Brain - http http",for
655594495518580736,"#Cancer patient given 18 months to live is 'cured by #Cannabis'

http://t.co/DlecH6l6Ru   #marijuana #cannabis #cbd http",for
359217577169395712,"""One way cannabinoids kill #cancer cells is thru a process known as cell apoptosis, or programmed cell death."" (Werner 25) #pot #cannabis",for
651455831863599105,"""Medical Marijuana Helped Save This Child From #Cancer
http://t.co/CGnbsz2jUg 
#marijuana #cannabis #MME #Cancer http",for
416626713640984576,"The Zionistic-Coptic #Church supports #medical #cannabis 4 #asthma, #glaucoma, joint #inflammation, &amp; #cancer.",neutral
586883087277109248,"Cannabis and Cancer
http://t.co/1mjsiFTQQi

#cannabis #marijuana #Cancer http",neutral
613322457391497216,"Rocky Anderson
http://t.co/VKiCYCB92i

#cancer #marijuana #cannabis #hemp #dank #vote #medicalmarijuana http",neutral
1252143948015034368,"Youve probably noticed shops selling #CBD oil, along with all sorts of health claims  including the possibility that it could even be used to combat #cancer. But could this be true? Could #cannabis cure cancer? http",neutral
701509241018814464,How #Cannabis Cures #Cancer (+30 Medical Researches) |#MMJ #MedicalMarijuana #CBD #THC #CannabisOil #Marijuana http,for
633047234985263105,"Medical Marijuana Can Ease #Pain and Lessen Side Effects

http://t.co/Vw7XgBAXSd 
#marijuana #cannabis #cancer http",for
648629946181677056,"THC and other #cannabinoids inhibit tumour growth

http://t.co/nt0ML9duMk
#cbd #cannabis #tumor #cancer #MME http",for
1093268108045766656,#Cannabis Conquers Fourth Deadliest #Cancer #PancraticCancer #RMRK #AQCA #MJ #Marijuana #Cannabis #MedicalMarijuana #Hemp #CBD #THC #AcquaCannabis #DrHugoRomeu http #HempTradition #MedicanEnterprises http http,for
804624142452539392,#Cannabis #CoconutOil from very good to KICKASS fights #cancer cells helps with #weightloss  http http,for
510186519894564864,"According to #cannabis researcherscannabinoidswork against #cancer thru a # of diff. mechanisms."" (Werner 25)  #pot #cannabis #weed",for
602369344039833601,Lives don't have to be lost. Follow &amp; Help us #Cure the world of #Cancer. #documentary #CannabisCures #cannabis #mmj http,for
449227965575233536,"A Young #Cannabis Patient is Curing her #Cancer in #Oregon!

What are your thoughts?
http://t.co/Qc7wZrpaX1 http",neutral
990216951040528384,The latest Lou Gehrig's Disease - Parkinsons Disease Daily! http Thanks to @user @user @user #cannabis #cancer,for
571263336941297665,"Cannabis for Chronic Pain 

#cannabis #depression #health #medical #medicalmarijuana #ms #cancer #glaucoma http",for
1215600120600854529,"Women with Cancer Use Medical Marijuana Mostly for Pain, Not Nausea. #Cannabis #Cancer #PainManagement  http",for
880521260542836737,"Getting healthy, not high: Using #cannabis to fight #cancer - #mmj #cure #healing #natural #marijuana #medical http",for
730107676382920705,7 #Inspirational Stories of People Who Beat Their #Cancer with #Cannabis Oil. http http,for
656616976601763840,"""Medical Marijuana Helped Save This Child From #Cancer
https://t.co/H57XKIA8Sw 
#marijuana #cannabis #MME #Cancer http",for
772816874929291264,VIDEO. Should we Legalise Medical #Cannabis for UK #Cancer Patients? @user @user http #EndOurPain,neutral
613646506340524032,Could  #cannabis help  #cancer  #patients? Check out this video to find out more: http,neutral
607473745498935296,"Charles Rowland
http://t.co/fJp6P5oKdc

#cancer #marijuana #cannabis #hemp #dank #vote#kush #cbd http",neutral
1041360283476717568,Don't miss this informative #evidence-based blog by @user Research Committee Chair @user addressing the question: Does #Cannabis Cure #Cancer? http @user @user @user @user,neutral
1285372469617012736,"#CBD-enriched #cannabis was more effective at killing #leukaemia and paediatric brainstem glioma #cancer cells than THC varieties.

New research from @user group @user 

https://t.co/AdTX8vcIJP",for
589629384589500416,"Cannabis= Anti Cancer
http://t.co/4gqLxJtLYu

#marijuana #cannabis #cancer #hemp  #vote   #cbd http",for
820297207446388736,RT #WEED #CANCER http CannabisTU: #Cannabis cloning methods http,for
852105280582234113,US have admitted that Cannabis CAN KILL CANCER CELLS!,for
649645422349283329,"""Medical Marijuana Helped Save This Child From #Cancer
https://t.co/2SVlGBKbFC
#marijuana #cannabis #MME #Cancer http",for
635479761087766528,"Medical #Cannabis to assist end-of-life cancer population 

http://t.co/n7OWiAoRI9  
#marijuana #cancer #choice http",for
699803395197165568,"Why is Medical #Cannabis Still Illegal? 

https://t.co/385YmhlUdU  #MME #PTSD #cancer #Epilepsy http",neutral
576507688877604865,#cancer #cancerawareness #cannabis #weed #copblock STOP THE REVENUE GENERATION AND 3RD PARTY GOVERNMENT MANSLAUGHTERING DEMAND LEGALIZATION,for
